name	target_chr	target_start	target_end	target_name	target_type
240905_HPC_screen_guide_23249	chr10	101989117	101989617	CHUK_TSS	tss_control
240905_HPC_screen_guide_23250	chr10	101989117	101989617	CHUK_TSS	tss_control
240905_HPC_screen_guide_23251	chr10	101989117	101989617	CHUK_TSS	tss_control
240905_HPC_screen_guide_23252	chr10	101989117	101989617	CHUK_TSS	tss_control
240905_HPC_screen_guide_23253	chr10	101989117	101989617	CHUK_TSS	tss_control
240905_HPC_screen_guide_23254	chr10	101989117	101989617	CHUK_TSS	tss_control
240905_HPC_screen_guide_23255	chr10	101989117	101989617	CHUK_TSS	tss_control
240905_HPC_screen_guide_23256	chr10	101989117	101989617	CHUK_TSS	tss_control
240905_HPC_screen_guide_23257	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23258	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23259	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23260	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23261	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23262	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23263	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23264	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23265	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23266	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23267	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23268	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23269	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23270	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23271	chr10	102027188	102027688	CWF19L1_TSS	tss_control
240905_HPC_screen_guide_23272	chr10	102043963	102044264	chr10:102043963-102044264	enh
240905_HPC_screen_guide_23273	chr10	102043963	102044264	chr10:102043963-102044264	enh
240905_HPC_screen_guide_23274	chr10	102043963	102044264	chr10:102043963-102044264	enh
240905_HPC_screen_guide_23275	chr10	102043963	102044264	chr10:102043963-102044264	enh
240905_HPC_screen_guide_23276	chr10	102043963	102044264	chr10:102043963-102044264	enh
240905_HPC_screen_guide_23277	chr10	102043963	102044264	chr10:102043963-102044264	enh
240905_HPC_screen_guide_23278	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23279	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23280	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23281	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23282	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23283	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23284	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23285	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23286	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23287	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23288	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23289	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23290	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23291	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23292	chr10	102046219	102046719	BLOC1S2_TSS	tss_control
240905_HPC_screen_guide_23293	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23294	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23295	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23296	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23297	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23298	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23299	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23300	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23301	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23302	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23303	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23304	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23305	chr10	102063495	102063796	chr10:102063495-102063796	enh
240905_HPC_screen_guide_23306	chr10	102084966	102085267	chr10:102084966-102085267	enh
240905_HPC_screen_guide_23307	chr10	102084966	102085267	chr10:102084966-102085267	enh
240905_HPC_screen_guide_23308	chr10	102084970	102085271	chr10:102084970-102085271	enh
240905_HPC_screen_guide_23309	chr10	102084966	102085267	chr10:102084966-102085267	enh
240905_HPC_screen_guide_23310	chr10	102084968	102085269	chr10:102084968-102085269	enh
240905_HPC_screen_guide_23311	chr10	102084966	102085267	chr10:102084966-102085267	enh
240905_HPC_screen_guide_23312	chr10	102084970	102085271	chr10:102084970-102085271	enh
240905_HPC_screen_guide_23313	chr10	102084970	102085271	chr10:102084970-102085271	enh
240905_HPC_screen_guide_23314	chr10	102084970	102085271	chr10:102084970-102085271	enh
240905_HPC_screen_guide_23315	chr10	102084970	102085271	chr10:102084970-102085271	enh
240905_HPC_screen_guide_23316	chr10	102084970	102085271	chr10:102084970-102085271	enh
240905_HPC_screen_guide_23317	chr10	102084966	102085267	chr10:102084966-102085267	enh
240905_HPC_screen_guide_23318	chr10	102084966	102085267	chr10:102084966-102085267	enh
240905_HPC_screen_guide_23319	chr10	102084966	102085267	chr10:102084966-102085267	enh
240905_HPC_screen_guide_23320	chr10	102084966	102085267	chr10:102084966-102085267	enh
240905_HPC_screen_guide_23321	chr10	102098226	102098527	chr10:102098226-102098527	enh
240905_HPC_screen_guide_23322	chr10	102098226	102098527	chr10:102098226-102098527	enh
240905_HPC_screen_guide_23323	chr10	102098226	102098527	chr10:102098226-102098527	enh
240905_HPC_screen_guide_23324	chr10	102098226	102098527	chr10:102098226-102098527	enh
240905_HPC_screen_guide_23325	chr10	102098215	102098516	chr10:102098215-102098516	enh
240905_HPC_screen_guide_23326	chr10	102098215	102098516	chr10:102098215-102098516	enh
240905_HPC_screen_guide_23327	chr10	102098215	102098516	chr10:102098215-102098516	enh
240905_HPC_screen_guide_23328	chr10	102098221	102098522	chr10:102098221-102098522	enh
240905_HPC_screen_guide_23329	chr10	102098226	102098527	chr10:102098226-102098527	enh
240905_HPC_screen_guide_23330	chr10	102098221	102098522	chr10:102098221-102098522	enh
240905_HPC_screen_guide_23331	chr10	102098215	102098516	chr10:102098215-102098516	enh
240905_HPC_screen_guide_23332	chr10	102098215	102098516	chr10:102098215-102098516	enh
240905_HPC_screen_guide_23333	chr10	102098215	102098516	chr10:102098215-102098516	enh
240905_HPC_screen_guide_23334	chr10	102098226	102098527	chr10:102098226-102098527	enh
240905_HPC_screen_guide_23335	chr10	102098226	102098527	chr10:102098226-102098527	enh
240905_HPC_screen_guide_23336	chr10	102100766	102101067	chr10:102100766-102101067	enh
240905_HPC_screen_guide_23337	chr10	102100766	102101067	chr10:102100766-102101067	enh
240905_HPC_screen_guide_23338	chr10	102100798	102101099	chr10:102100798-102101099	enh
240905_HPC_screen_guide_23339	chr10	102100766	102101067	chr10:102100766-102101067	enh
240905_HPC_screen_guide_23340	chr10	102100766	102101067	chr10:102100766-102101067	enh
240905_HPC_screen_guide_23341	chr10	102100798	102101099	chr10:102100798-102101099	enh
240905_HPC_screen_guide_23342	chr10	102100766	102101067	chr10:102100766-102101067	enh
240905_HPC_screen_guide_23343	chr10	102100798	102101099	chr10:102100798-102101099	enh
240905_HPC_screen_guide_23344	chr10	102100766	102101067	chr10:102100766-102101067	enh
240905_HPC_screen_guide_23345	chr10	102100798	102101099	chr10:102100798-102101099	enh
240905_HPC_screen_guide_23346	chr10	102100766	102101067	chr10:102100766-102101067	enh
240905_HPC_screen_guide_23347	chr10	102100798	102101099	chr10:102100798-102101099	enh
240905_HPC_screen_guide_23348	chr10	102100798	102101099	chr10:102100798-102101099	enh
240905_HPC_screen_guide_23349	chr10	102100798	102101099	chr10:102100798-102101099	enh
240905_HPC_screen_guide_23350	chr10	102100798	102101099	chr10:102100798-102101099	enh
240905_HPC_screen_guide_23351	chr10	102100798	102101099	chr10:102100798-102101099	enh
240905_HPC_screen_guide_23352	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23353	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23354	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23355	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23356	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23357	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23358	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23359	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23360	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23361	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23362	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23363	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23364	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23365	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23366	chr10	102101714	102102015	chr10:102101714-102102015	enh
240905_HPC_screen_guide_23367	chr10	102102158	102102459	chr10:102102158-102102459	enh
240905_HPC_screen_guide_23368	chr10	102102150	102102451	chr10:102102150-102102451	enh
240905_HPC_screen_guide_23369	chr10	102102158	102102459	chr10:102102158-102102459	enh
240905_HPC_screen_guide_23370	chr10	102102158	102102459	chr10:102102158-102102459	enh
240905_HPC_screen_guide_23371	chr10	102102141	102102442	chr10:102102141-102102442	enh
240905_HPC_screen_guide_23372	chr10	102102158	102102459	chr10:102102158-102102459	enh
240905_HPC_screen_guide_23373	chr10	102102141	102102442	chr10:102102141-102102442	enh
240905_HPC_screen_guide_23374	chr10	102102158	102102459	chr10:102102158-102102459	enh
240905_HPC_screen_guide_23375	chr10	102102150	102102451	chr10:102102150-102102451	enh
240905_HPC_screen_guide_23376	chr10	102102141	102102442	chr10:102102141-102102442	enh
240905_HPC_screen_guide_23377	chr10	102102141	102102442	chr10:102102141-102102442	enh
240905_HPC_screen_guide_23378	chr10	102102158	102102459	chr10:102102158-102102459	enh
240905_HPC_screen_guide_23379	chr10	102102158	102102459	chr10:102102158-102102459	enh
240905_HPC_screen_guide_23380	chr10	102102158	102102459	chr10:102102158-102102459	enh
240905_HPC_screen_guide_23381	chr10	102102141	102102442	chr10:102102141-102102442	enh
240905_HPC_screen_guide_23382	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23383	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23384	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23385	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23386	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23387	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23388	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23389	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23390	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23391	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23392	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23393	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23394	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23395	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23396	chr10	102106521	102107021	SCD_TSS	tss_control
240905_HPC_screen_guide_23397	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23398	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23399	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23400	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23401	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23402	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23403	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23404	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23405	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23406	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23407	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23408	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23409	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23410	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23411	chr10	102107524	102107825	chr10:102107524-102107825	enh
240905_HPC_screen_guide_23412	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23413	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23414	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23415	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23416	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23417	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23418	chr10	102118800	102119101	chr10:102118800-102119101	enh
240905_HPC_screen_guide_23419	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23420	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23421	chr10	102118800	102119101	chr10:102118800-102119101	enh
240905_HPC_screen_guide_23422	chr10	102118800	102119101	chr10:102118800-102119101	enh
240905_HPC_screen_guide_23423	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23424	chr10	102118800	102119101	chr10:102118800-102119101	enh
240905_HPC_screen_guide_23425	chr10	102118800	102119101	chr10:102118800-102119101	enh
240905_HPC_screen_guide_23426	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23427	chr10	102118811	102119112	chr10:102118811-102119112	enh
240905_HPC_screen_guide_23428	chr10	102124729	102125030	chr10:102124729-102125030	enh
240905_HPC_screen_guide_23429	chr10	102124668	102124969	chr10:102124668-102124969	enh
240905_HPC_screen_guide_23430	chr10	102124668	102124969	chr10:102124668-102124969	enh
240905_HPC_screen_guide_23431	chr10	102124682	102124983	chr10:102124682-102124983	enh
240905_HPC_screen_guide_23432	chr10	102124682	102124983	chr10:102124682-102124983	enh
240905_HPC_screen_guide_23433	chr10	102124682	102124983	chr10:102124682-102124983	enh
240905_HPC_screen_guide_23434	chr10	102124668	102124969	chr10:102124668-102124969	enh
240905_HPC_screen_guide_23435	chr10	102124729	102125030	chr10:102124729-102125030	enh
240905_HPC_screen_guide_23436	chr10	102124668	102124969	chr10:102124668-102124969	enh
240905_HPC_screen_guide_23437	chr10	102124729	102125030	chr10:102124729-102125030	enh
240905_HPC_screen_guide_23438	chr10	102124668	102124969	chr10:102124668-102124969	enh
240905_HPC_screen_guide_23439	chr10	102124729	102125030	chr10:102124729-102125030	enh
240905_HPC_screen_guide_23440	chr10	102124682	102124983	chr10:102124682-102124983	enh
240905_HPC_screen_guide_23441	chr10	102124729	102125030	chr10:102124729-102125030	enh
240905_HPC_screen_guide_23442	chr10	102124668	102124969	chr10:102124668-102124969	enh
240905_HPC_screen_guide_23443	chr10	102131005	102131306	chr10:102131005-102131306	enh
240905_HPC_screen_guide_23444	chr10	102131005	102131306	chr10:102131005-102131306	enh
240905_HPC_screen_guide_23445	chr10	102131005	102131306	chr10:102131005-102131306	enh
240905_HPC_screen_guide_23446	chr10	102131005	102131306	chr10:102131005-102131306	enh
240905_HPC_screen_guide_23447	chr10	102131005	102131306	chr10:102131005-102131306	enh
240905_HPC_screen_guide_23448	chr10	102131027	102131328	chr10:102131027-102131328	enh
240905_HPC_screen_guide_23449	chr10	102131027	102131328	chr10:102131027-102131328	enh
240905_HPC_screen_guide_23450	chr10	102131019	102131320	chr10:102131019-102131320	enh
240905_HPC_screen_guide_23451	chr10	102131005	102131306	chr10:102131005-102131306	enh
240905_HPC_screen_guide_23452	chr10	102131019	102131320	chr10:102131019-102131320	enh
240905_HPC_screen_guide_23453	chr10	102131019	102131320	chr10:102131019-102131320	enh
240905_HPC_screen_guide_23454	chr10	102131005	102131306	chr10:102131005-102131306	enh
240905_HPC_screen_guide_23455	chr10	102131005	102131306	chr10:102131005-102131306	enh
240905_HPC_screen_guide_23456	chr10	102131005	102131306	chr10:102131005-102131306	enh
240905_HPC_screen_guide_23457	chr10	102131005	102131306	chr10:102131005-102131306	enh
240905_HPC_screen_guide_23458	chr10	102131027	102131328	chr10:102131027-102131328	enh
240905_HPC_screen_guide_23459	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23460	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23461	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23462	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23463	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23464	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23465	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23466	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23467	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23468	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23469	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23470	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23471	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23472	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23473	chr10	102142009	102142310	chr10:102142009-102142310	enh
240905_HPC_screen_guide_23474	chr10	102193594	102193895	chr10:102193594-102193895	enh
240905_HPC_screen_guide_23475	chr10	102193591	102193892	chr10:102193591-102193892	enh
240905_HPC_screen_guide_23476	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23477	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23478	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23479	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23480	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23481	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23482	chr10	102193591	102193892	chr10:102193591-102193892	enh
240905_HPC_screen_guide_23483	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23484	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23485	chr10	102193594	102193895	chr10:102193594-102193895	enh
240905_HPC_screen_guide_23486	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23487	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23488	chr10	102193601	102193902	chr10:102193601-102193902	enh
240905_HPC_screen_guide_23489	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23490	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23491	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23492	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23493	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23494	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23495	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23496	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23497	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23498	chr10	102241305	102241606	chr10:102241305-102241606	enh
240905_HPC_screen_guide_23499	chr10	102241305	102241606	chr10:102241305-102241606	enh
240905_HPC_screen_guide_23500	chr10	102241299	102241600	chr10:102241299-102241600	enh
240905_HPC_screen_guide_23501	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23502	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23503	chr10	102241312	102241613	chr10:102241312-102241613	enh
240905_HPC_screen_guide_23504	chr10	102242354	102242655	chr10:102242354-102242655	enh
240905_HPC_screen_guide_23505	chr10	102242354	102242655	chr10:102242354-102242655	enh
240905_HPC_screen_guide_23506	chr10	102242354	102242655	chr10:102242354-102242655	enh
240905_HPC_screen_guide_23507	chr10	102242354	102242655	chr10:102242354-102242655	enh
240905_HPC_screen_guide_23508	chr10	102242354	102242655	chr10:102242354-102242655	enh
240905_HPC_screen_guide_23509	chr10	102242354	102242655	chr10:102242354-102242655	enh
240905_HPC_screen_guide_23510	chr10	102242343	102242644	chr10:102242343-102242644	enh
240905_HPC_screen_guide_23511	chr10	102242354	102242655	chr10:102242354-102242655	enh
240905_HPC_screen_guide_23512	chr10	102242343	102242644	chr10:102242343-102242644	enh
240905_HPC_screen_guide_23513	chr10	102242343	102242644	chr10:102242343-102242644	enh
240905_HPC_screen_guide_23514	chr10	102242343	102242644	chr10:102242343-102242644	enh
240905_HPC_screen_guide_23515	chr10	102242343	102242644	chr10:102242343-102242644	enh
240905_HPC_screen_guide_23516	chr10	102242343	102242644	chr10:102242343-102242644	enh
240905_HPC_screen_guide_23517	chr10	102242354	102242655	chr10:102242354-102242655	enh
240905_HPC_screen_guide_23518	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23519	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23520	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23521	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23522	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23523	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23524	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23525	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23526	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23527	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23528	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23529	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23530	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23531	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23532	chr10	102245187	102245488	chr10:102245187-102245488	enh
240905_HPC_screen_guide_23533	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23534	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23535	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23536	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23537	chr10	102245580	102245881	chr10:102245580-102245881	enh
240905_HPC_screen_guide_23538	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23539	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23540	chr10	102245580	102245881	chr10:102245580-102245881	enh
240905_HPC_screen_guide_23541	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23542	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23543	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23544	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23545	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23546	chr10	102245528	102245829	chr10:102245528-102245829	enh
240905_HPC_screen_guide_23547	chr10	102245580	102245881	chr10:102245580-102245881	enh
240905_HPC_screen_guide_23548	chr10	102245570	102245871	chr10:102245570-102245871	enh
240905_HPC_screen_guide_23549	chr10	102245580	102245881	chr10:102245580-102245881	enh
240905_HPC_screen_guide_23550	chr10	102245570	102245871	chr10:102245570-102245871	enh
240905_HPC_screen_guide_23551	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23552	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23553	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23554	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23555	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23556	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23557	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23558	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23559	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23560	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23561	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23562	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23563	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23564	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23565	chr10	102279345	102279845	SEC31B_TSS	tss_control
240905_HPC_screen_guide_23566	chr10	102289430	102289930	NDUFB8_TSS	tss_control
240905_HPC_screen_guide_23567	chr10	102289430	102289930	NDUFB8_TSS	tss_control
240905_HPC_screen_guide_23568	chr10	102289430	102289930	NDUFB8_TSS	tss_control
240905_HPC_screen_guide_23569	chr10	102289430	102289930	NDUFB8_TSS	tss_control
240905_HPC_screen_guide_23570	chr10	102289430	102289930	NDUFB8_TSS	tss_control
240905_HPC_screen_guide_23571	chr10	102289430	102289930	NDUFB8_TSS	tss_control
240905_HPC_screen_guide_23572	chr10	102289430	102289930	NDUFB8_TSS	tss_control
