grna_target	response_id
240905_HPC_screen_guide_17345	chr8:55137990-55138291
240905_HPC_screen_guide_17346	chr8:55138972-55139273
240905_HPC_screen_guide_17347	chr8:55138972-55139273
240905_HPC_screen_guide_17348	chr8:55138972-55139273
240905_HPC_screen_guide_17349	chr8:55138925-55139226
240905_HPC_screen_guide_17350	chr8:55138925-55139226
240905_HPC_screen_guide_17351	chr8:55138925-55139226
240905_HPC_screen_guide_17352	chr8:55138925-55139226
240905_HPC_screen_guide_17353	chr8:55138925-55139226
240905_HPC_screen_guide_17354	chr8:55138925-55139226
240905_HPC_screen_guide_17355	chr8:55138925-55139226
240905_HPC_screen_guide_17356	chr8:55138972-55139273
240905_HPC_screen_guide_17357	chr8:55138925-55139226
240905_HPC_screen_guide_17358	chr8:55138925-55139226
240905_HPC_screen_guide_17359	chr8:55138925-55139226
240905_HPC_screen_guide_17360	chr8:55138925-55139226
240905_HPC_screen_guide_17361	chr8:55142571-55142872
240905_HPC_screen_guide_17362	chr8:55142571-55142872
240905_HPC_screen_guide_17363	chr8:55142571-55142872
240905_HPC_screen_guide_17364	chr8:55142571-55142872
240905_HPC_screen_guide_17365	chr8:55142571-55142872
240905_HPC_screen_guide_17366	chr8:55142571-55142872
240905_HPC_screen_guide_17367	chr8:55142571-55142872
240905_HPC_screen_guide_17368	chr8:55142571-55142872
240905_HPC_screen_guide_17369	chr8:55142571-55142872
240905_HPC_screen_guide_17370	chr8:55142571-55142872
240905_HPC_screen_guide_17371	chr8:55142571-55142872
240905_HPC_screen_guide_17372	chr8:55142571-55142872
240905_HPC_screen_guide_17373	chr8:55142571-55142872
240905_HPC_screen_guide_17374	chr8:55142571-55142872
240905_HPC_screen_guide_17375	chr8:55142571-55142872
240905_HPC_screen_guide_17376	chr8:55162117-55162418
240905_HPC_screen_guide_17377	chr8:55162117-55162418
240905_HPC_screen_guide_17378	chr8:55162117-55162418
240905_HPC_screen_guide_17379	chr8:55162117-55162418
240905_HPC_screen_guide_17380	chr8:55162117-55162418
240905_HPC_screen_guide_17381	chr8:55162124-55162425
240905_HPC_screen_guide_17382	chr8:55162117-55162418
240905_HPC_screen_guide_17383	chr8:55162117-55162418
240905_HPC_screen_guide_17384	chr8:55162117-55162418
240905_HPC_screen_guide_17385	chr8:55162117-55162418
240905_HPC_screen_guide_17386	chr8:55162117-55162418
240905_HPC_screen_guide_17387	chr8:55162117-55162418
240905_HPC_screen_guide_17388	chr8:55162117-55162418
240905_HPC_screen_guide_17389	chr8:55162117-55162418
240905_HPC_screen_guide_17390	chr8:55162117-55162418
240905_HPC_screen_guide_17391	chr8:55167998-55168299
240905_HPC_screen_guide_17392	chr8:55167998-55168299
240905_HPC_screen_guide_17393	chr8:55167998-55168299
240905_HPC_screen_guide_17394	chr8:55167998-55168299
240905_HPC_screen_guide_17395	chr8:55167998-55168299
240905_HPC_screen_guide_17396	chr8:55167998-55168299
240905_HPC_screen_guide_17397	chr8:55167998-55168299
240905_HPC_screen_guide_17398	chr8:55167998-55168299
240905_HPC_screen_guide_17399	chr8:55167998-55168299
240905_HPC_screen_guide_17400	chr8:55167998-55168299
240905_HPC_screen_guide_17401	chr8:55167998-55168299
240905_HPC_screen_guide_17402	chr8:55167998-55168299
240905_HPC_screen_guide_17403	chr8:55167998-55168299
240905_HPC_screen_guide_17404	chr8:55167998-55168299
240905_HPC_screen_guide_17405	chr8:55167998-55168299
240905_HPC_screen_guide_17406	chr8:55172439-55172740
240905_HPC_screen_guide_17407	chr8:55172439-55172740
240905_HPC_screen_guide_17408	chr8:55172439-55172740
240905_HPC_screen_guide_17409	chr8:55172439-55172740
240905_HPC_screen_guide_17410	chr8:55172439-55172740
240905_HPC_screen_guide_17411	chr8:55172439-55172740
240905_HPC_screen_guide_17412	chr8:55172439-55172740
240905_HPC_screen_guide_17413	chr8:55172439-55172740
240905_HPC_screen_guide_17414	chr8:55172439-55172740
240905_HPC_screen_guide_17415	chr8:55172439-55172740
240905_HPC_screen_guide_17416	chr8:55172439-55172740
240905_HPC_screen_guide_17417	chr8:55172439-55172740
240905_HPC_screen_guide_17418	chr8:55172439-55172740
240905_HPC_screen_guide_17419	chr8:55172439-55172740
240905_HPC_screen_guide_17420	chr8:55172439-55172740
240905_HPC_screen_guide_17421	chr8:55180698-55180999
240905_HPC_screen_guide_17422	chr8:55180698-55180999
240905_HPC_screen_guide_17423	chr8:55180698-55180999
240905_HPC_screen_guide_17424	chr8:55180709-55181010
240905_HPC_screen_guide_17425	chr8:55180698-55180999
240905_HPC_screen_guide_17426	chr8:55180698-55180999
240905_HPC_screen_guide_17427	chr8:55180698-55180999
240905_HPC_screen_guide_17428	chr8:55180698-55180999
240905_HPC_screen_guide_17429	chr8:55180698-55180999
240905_HPC_screen_guide_17430	chr8:55180698-55180999
240905_HPC_screen_guide_17431	chr8:55180698-55180999
240905_HPC_screen_guide_17432	chr8:55180698-55180999
240905_HPC_screen_guide_17433	chr8:55180698-55180999
240905_HPC_screen_guide_17434	chr8:55180709-55181010
240905_HPC_screen_guide_17435	chr8:55180698-55180999
240905_HPC_screen_guide_17436	chr8:55180709-55181010
240905_HPC_screen_guide_17437	chr8:55180803-55181104
240905_HPC_screen_guide_17438	chr8:55180803-55181104
240905_HPC_screen_guide_17439	chr8:55180803-55181104
240905_HPC_screen_guide_17440	chr8:55180803-55181104
240905_HPC_screen_guide_17441	chr8:55180803-55181104
240905_HPC_screen_guide_17442	chr8:55185646-55185947
240905_HPC_screen_guide_17443	chr8:55185646-55185947
240905_HPC_screen_guide_17444	chr8:55185646-55185947
240905_HPC_screen_guide_17445	chr8:55185646-55185947
240905_HPC_screen_guide_17446	chr8:55185646-55185947
240905_HPC_screen_guide_17447	chr8:55185646-55185947
240905_HPC_screen_guide_17448	chr8:55185646-55185947
240905_HPC_screen_guide_17449	chr8:55185646-55185947
240905_HPC_screen_guide_17450	chr8:55185646-55185947
240905_HPC_screen_guide_17451	chr8:55185646-55185947
240905_HPC_screen_guide_17452	chr8:55185646-55185947
240905_HPC_screen_guide_17453	chr8:55185646-55185947
240905_HPC_screen_guide_17454	chr8:55185646-55185947
240905_HPC_screen_guide_17455	chr8:55195822-55196123
240905_HPC_screen_guide_17456	chr8:55195822-55196123
240905_HPC_screen_guide_17457	chr8:55195822-55196123
240905_HPC_screen_guide_17458	chr8:55195822-55196123
240905_HPC_screen_guide_17459	chr8:55195822-55196123
240905_HPC_screen_guide_17460	chr8:55195822-55196123
240905_HPC_screen_guide_17461	chr8:55195822-55196123
240905_HPC_screen_guide_17462	chr8:55195822-55196123
240905_HPC_screen_guide_17463	chr8:55195822-55196123
240905_HPC_screen_guide_17464	chr8:55195822-55196123
240905_HPC_screen_guide_17465	chr8:55195822-55196123
240905_HPC_screen_guide_17466	chr8:55195822-55196123
240905_HPC_screen_guide_17467	chr8:55195822-55196123
240905_HPC_screen_guide_17468	chr8:55195822-55196123
240905_HPC_screen_guide_17469	chr8:55195822-55196123
240905_HPC_screen_guide_17470	chr8:55210264-55210565
240905_HPC_screen_guide_17471	chr8:55210264-55210565
240905_HPC_screen_guide_17472	chr8:55210264-55210565
240905_HPC_screen_guide_17473	chr8:55210264-55210565
240905_HPC_screen_guide_17474	chr8:55210264-55210565
240905_HPC_screen_guide_17475	chr8:55210264-55210565
240905_HPC_screen_guide_17476	chr8:55210264-55210565
240905_HPC_screen_guide_17477	chr8:55210264-55210565
240905_HPC_screen_guide_17478	chr8:55210264-55210565
240905_HPC_screen_guide_17479	chr8:55210264-55210565
240905_HPC_screen_guide_17480	chr8:55210264-55210565
240905_HPC_screen_guide_17481	chr8:55210264-55210565
240905_HPC_screen_guide_17482	chr8:55210264-55210565
240905_HPC_screen_guide_17483	chr8:55210264-55210565
240905_HPC_screen_guide_17484	chr8:55210264-55210565
240905_HPC_screen_guide_17485	chr8:55213117-55213418
240905_HPC_screen_guide_17486	chr8:55213117-55213418
240905_HPC_screen_guide_17487	chr8:55213117-55213418
240905_HPC_screen_guide_17488	chr8:55213117-55213418
240905_HPC_screen_guide_17489	chr8:55213117-55213418
240905_HPC_screen_guide_17490	chr8:55213117-55213418
240905_HPC_screen_guide_17491	chr8:55213117-55213418
240905_HPC_screen_guide_17492	chr8:55213117-55213418
240905_HPC_screen_guide_17493	chr8:55213117-55213418
240905_HPC_screen_guide_17494	chr8:55213117-55213418
240905_HPC_screen_guide_17495	chr8:55213117-55213418
240905_HPC_screen_guide_17496	chr8:55213117-55213418
240905_HPC_screen_guide_17497	chr8:55213117-55213418
240905_HPC_screen_guide_17498	chr8:55213117-55213418
240905_HPC_screen_guide_17499	chr8:55213117-55213418
240905_HPC_screen_guide_17500	chr8:55214757-55215058
240905_HPC_screen_guide_17501	chr8:55214757-55215058
240905_HPC_screen_guide_17502	chr8:55214757-55215058
240905_HPC_screen_guide_17503	chr8:55214757-55215058
240905_HPC_screen_guide_17504	chr8:55214757-55215058
240905_HPC_screen_guide_17505	chr8:55214757-55215058
240905_HPC_screen_guide_17506	chr8:55214757-55215058
240905_HPC_screen_guide_17507	chr8:55214757-55215058
240905_HPC_screen_guide_17508	chr8:55214757-55215058
240905_HPC_screen_guide_17509	chr8:55214757-55215058
240905_HPC_screen_guide_17510	chr8:55214757-55215058
240905_HPC_screen_guide_17511	chr8:55214757-55215058
240905_HPC_screen_guide_17512	chr8:55215792-55216093
240905_HPC_screen_guide_17513	chr8:55215792-55216093
240905_HPC_screen_guide_17514	chr8:55215792-55216093
240905_HPC_screen_guide_17515	chr8:55215792-55216093
240905_HPC_screen_guide_17516	chr8:55215792-55216093
240905_HPC_screen_guide_17517	chr8:55215792-55216093
240905_HPC_screen_guide_17518	chr8:55215792-55216093
240905_HPC_screen_guide_17519	chr8:55215792-55216093
240905_HPC_screen_guide_17520	chr8:55215792-55216093
240905_HPC_screen_guide_17521	chr8:55215792-55216093
240905_HPC_screen_guide_17522	chr8:55215792-55216093
240905_HPC_screen_guide_17523	chr8:55215792-55216093
240905_HPC_screen_guide_17524	chr8:55215792-55216093
240905_HPC_screen_guide_17525	chr8:55238399-55238700
240905_HPC_screen_guide_17526	chr8:55238399-55238700
240905_HPC_screen_guide_17527	chr8:55238415-55238716
240905_HPC_screen_guide_17528	chr8:55238399-55238700
240905_HPC_screen_guide_17529	chr8:55238399-55238700
240905_HPC_screen_guide_17530	chr8:55238415-55238716
240905_HPC_screen_guide_17531	chr8:55238415-55238716
240905_HPC_screen_guide_17532	chr8:55238415-55238716
240905_HPC_screen_guide_17533	chr8:55238399-55238700
240905_HPC_screen_guide_17534	chr8:55238399-55238700
240905_HPC_screen_guide_17535	chr8:55238399-55238700
240905_HPC_screen_guide_17536	chr8:55238399-55238700
240905_HPC_screen_guide_17537	chr8:55238399-55238700
240905_HPC_screen_guide_17538	chr8:55238415-55238716
240905_HPC_screen_guide_17539	chr8:55238399-55238700
240905_HPC_screen_guide_17540	chr8:55294547-55294848
240905_HPC_screen_guide_17541	chr8:55294547-55294848
240905_HPC_screen_guide_17542	chr8:55294628-55294929
240905_HPC_screen_guide_17543	chr8:55294628-55294929
240905_HPC_screen_guide_17544	chr8:55294641-55294942
240905_HPC_screen_guide_17545	chr8:55294628-55294929
240905_HPC_screen_guide_17546	chr8:55294641-55294942
240905_HPC_screen_guide_17547	chr8:55294547-55294848
240905_HPC_screen_guide_17548	chr8:55294641-55294942
240905_HPC_screen_guide_17549	chr8:55294641-55294942
240905_HPC_screen_guide_17550	chr8:55294641-55294942
240905_HPC_screen_guide_17551	chr8:55294547-55294848
240905_HPC_screen_guide_17552	chr8:55294547-55294848
240905_HPC_screen_guide_17553	chr8:55294628-55294929
240905_HPC_screen_guide_17554	chr8:55294628-55294929
240905_HPC_screen_guide_17555	chr8:55294641-55294942
240905_HPC_screen_guide_17556	chr8:55294641-55294942
240905_HPC_screen_guide_17557	chr8:55308321-55308622
240905_HPC_screen_guide_17558	chr8:55308321-55308622
240905_HPC_screen_guide_17559	chr8:55308321-55308622
240905_HPC_screen_guide_17560	chr8:55308321-55308622
240905_HPC_screen_guide_17561	chr8:55308321-55308622
240905_HPC_screen_guide_17562	chr8:55308321-55308622
240905_HPC_screen_guide_17563	chr8:55308321-55308622
240905_HPC_screen_guide_17564	chr8:55308321-55308622
240905_HPC_screen_guide_17565	chr8:55308321-55308622
240905_HPC_screen_guide_17566	chr8:55308321-55308622
240905_HPC_screen_guide_17567	chr8:55308321-55308622
240905_HPC_screen_guide_17568	chr8:55308321-55308622
240905_HPC_screen_guide_17569	chr8:55308321-55308622
240905_HPC_screen_guide_17570	chr8:55308321-55308622
240905_HPC_screen_guide_17571	chr8:55308321-55308622
240905_HPC_screen_guide_17572	chr8:55313400-55313701
240905_HPC_screen_guide_17573	chr8:55313400-55313701
240905_HPC_screen_guide_17574	chr8:55313400-55313701
240905_HPC_screen_guide_17575	chr8:55313400-55313701
240905_HPC_screen_guide_17576	chr8:55313400-55313701
240905_HPC_screen_guide_17577	chr8:55313400-55313701
240905_HPC_screen_guide_17578	chr8:55313400-55313701
240905_HPC_screen_guide_17579	chr8:55313400-55313701
240905_HPC_screen_guide_17580	chr8:55313400-55313701
240905_HPC_screen_guide_17581	chr8:55313400-55313701
240905_HPC_screen_guide_17582	chr8:55313400-55313701
240905_HPC_screen_guide_17583	chr8:55313400-55313701
240905_HPC_screen_guide_17584	chr8:55313400-55313701
240905_HPC_screen_guide_17585	chr8:55313400-55313701
240905_HPC_screen_guide_17586	chr8:55313400-55313701
240905_HPC_screen_guide_17587	chr8:55327224-55327525
240905_HPC_screen_guide_17588	chr8:55327224-55327525
240905_HPC_screen_guide_17589	chr8:55327224-55327525
240905_HPC_screen_guide_17590	chr8:55327224-55327525
240905_HPC_screen_guide_17591	chr8:55327224-55327525
240905_HPC_screen_guide_17592	chr8:55327224-55327525
240905_HPC_screen_guide_17593	chr8:55327224-55327525
240905_HPC_screen_guide_17594	chr8:55327224-55327525
240905_HPC_screen_guide_17595	chr8:55327224-55327525
240905_HPC_screen_guide_17596	chr8:55327224-55327525
240905_HPC_screen_guide_17597	chr8:55327224-55327525
240905_HPC_screen_guide_17598	chr8:55327224-55327525
240905_HPC_screen_guide_17599	chr8:55327224-55327525
240905_HPC_screen_guide_17600	chr8:55327224-55327525
240905_HPC_screen_guide_17601	chr8:55327224-55327525
240905_HPC_screen_guide_17602	chr8:55327565-55327866
240905_HPC_screen_guide_17603	chr8:55327596-55327897
240905_HPC_screen_guide_17604	chr8:55327596-55327897
240905_HPC_screen_guide_17605	chr8:55327596-55327897
240905_HPC_screen_guide_17606	chr8:55327596-55327897
240905_HPC_screen_guide_17607	chr8:55327565-55327866
240905_HPC_screen_guide_17608	chr8:55327596-55327897
240905_HPC_screen_guide_17609	chr8:55327565-55327866
240905_HPC_screen_guide_17610	chr8:55327596-55327897
240905_HPC_screen_guide_17611	chr8:55327596-55327897
240905_HPC_screen_guide_17612	chr8:55327565-55327866
240905_HPC_screen_guide_17613	chr8:55327596-55327897
240905_HPC_screen_guide_17614	chr8:55327596-55327897
240905_HPC_screen_guide_17615	chr8:55327565-55327866
240905_HPC_screen_guide_17616	chr8:55327565-55327866
240905_HPC_screen_guide_17617	chr8:55327596-55327897
240905_HPC_screen_guide_17618	chr8:55331037-55331338
240905_HPC_screen_guide_17619	chr8:55331037-55331338
240905_HPC_screen_guide_17620	chr8:55331037-55331338
240905_HPC_screen_guide_17621	chr8:55331037-55331338
240905_HPC_screen_guide_17622	chr8:55331037-55331338
240905_HPC_screen_guide_17623	chr8:55331037-55331338
240905_HPC_screen_guide_17624	chr8:55331037-55331338
240905_HPC_screen_guide_17625	chr8:55331037-55331338
240905_HPC_screen_guide_17626	chr8:55331037-55331338
240905_HPC_screen_guide_17627	chr8:55331037-55331338
240905_HPC_screen_guide_17628	chr8:55331037-55331338
240905_HPC_screen_guide_17629	chr8:55331037-55331338
240905_HPC_screen_guide_17630	chr8:55331037-55331338
240905_HPC_screen_guide_17631	chr8:55331037-55331338
240905_HPC_screen_guide_17632	chr8:55331037-55331338
240905_HPC_screen_guide_17633	chr8:55331363-55331664
240905_HPC_screen_guide_17634	chr8:55331363-55331664
240905_HPC_screen_guide_17635	chr8:55331363-55331664
240905_HPC_screen_guide_17636	chr8:55331363-55331664
240905_HPC_screen_guide_17637	chr8:55331363-55331664
240905_HPC_screen_guide_17638	chr8:55331363-55331664
240905_HPC_screen_guide_17639	chr8:55331363-55331664
240905_HPC_screen_guide_17640	chr8:55331363-55331664
240905_HPC_screen_guide_17641	chr8:55331363-55331664
240905_HPC_screen_guide_17642	chr8:55331363-55331664
240905_HPC_screen_guide_17643	chr8:55331363-55331664
240905_HPC_screen_guide_17644	chr8:55331363-55331664
240905_HPC_screen_guide_17645	chr8:55331363-55331664
240905_HPC_screen_guide_17646	chr8:55331363-55331664
240905_HPC_screen_guide_17647	chr8:55331363-55331664
240905_HPC_screen_guide_17648	chr8:55335135-55335436
240905_HPC_screen_guide_17649	chr8:55335135-55335436
240905_HPC_screen_guide_17650	chr8:55335135-55335436
240905_HPC_screen_guide_17651	chr8:55335135-55335436
240905_HPC_screen_guide_17652	chr8:55335135-55335436
240905_HPC_screen_guide_17653	chr8:55335135-55335436
240905_HPC_screen_guide_17654	chr8:55335135-55335436
240905_HPC_screen_guide_17655	chr8:55335135-55335436
240905_HPC_screen_guide_17656	chr8:55335135-55335436
240905_HPC_screen_guide_17657	chr8:55335135-55335436
240905_HPC_screen_guide_17658	chr8:55335135-55335436
240905_HPC_screen_guide_17659	chr8:55335135-55335436
240905_HPC_screen_guide_17660	chr8:55335135-55335436
240905_HPC_screen_guide_17661	chr8:55335135-55335436
240905_HPC_screen_guide_17662	chr8:55335135-55335436
240905_HPC_screen_guide_17663	chr8:55356116-55356417
240905_HPC_screen_guide_17664	chr8:55356199-55356500
240905_HPC_screen_guide_17665	chr8:55356199-55356500
240905_HPC_screen_guide_17666	chr8:55356199-55356500
240905_HPC_screen_guide_17667	chr8:55356199-55356500
240905_HPC_screen_guide_17668	chr8:55356120-55356421
240905_HPC_screen_guide_17669	chr8:55356199-55356500
240905_HPC_screen_guide_17670	chr8:55356199-55356500
240905_HPC_screen_guide_17671	chr8:55356199-55356500
240905_HPC_screen_guide_17672	chr8:55356116-55356417
240905_HPC_screen_guide_17673	chr8:55356116-55356417
240905_HPC_screen_guide_17674	chr8:55356120-55356421
240905_HPC_screen_guide_17675	chr8:55356116-55356417
240905_HPC_screen_guide_17676	chr8:55356116-55356417
240905_HPC_screen_guide_17677	chr8:55356116-55356417
240905_HPC_screen_guide_17678	chr8:55356199-55356500
240905_HPC_screen_guide_17679	chr8:55365640-55365941
240905_HPC_screen_guide_17680	chr8:55365640-55365941
240905_HPC_screen_guide_17681	chr8:55365640-55365941
240905_HPC_screen_guide_17682	chr8:55365640-55365941
240905_HPC_screen_guide_17683	chr8:55365640-55365941
240905_HPC_screen_guide_17684	chr8:55365640-55365941
240905_HPC_screen_guide_17685	chr8:55365640-55365941
240905_HPC_screen_guide_17686	chr8:55365640-55365941
240905_HPC_screen_guide_17687	chr8:55365640-55365941
240905_HPC_screen_guide_17688	chr8:55365640-55365941
240905_HPC_screen_guide_17689	chr8:55365640-55365941
240905_HPC_screen_guide_17690	chr8:55365640-55365941
240905_HPC_screen_guide_17691	chr8:55365640-55365941
240905_HPC_screen_guide_17692	chr8:55365640-55365941
240905_HPC_screen_guide_17693	chr8:55365640-55365941
240905_HPC_screen_guide_17694	chr8:55366592-55366893
240905_HPC_screen_guide_17695	chr8:55366592-55366893
240905_HPC_screen_guide_17696	chr8:55366592-55366893
240905_HPC_screen_guide_17697	chr8:55366592-55366893
240905_HPC_screen_guide_17698	chr8:55366592-55366893
240905_HPC_screen_guide_17699	chr8:55366592-55366893
240905_HPC_screen_guide_17700	chr8:55366592-55366893
240905_HPC_screen_guide_17701	chr8:55366592-55366893
240905_HPC_screen_guide_17702	chr8:55366592-55366893
240905_HPC_screen_guide_17703	chr8:55366615-55366916
240905_HPC_screen_guide_17704	chr8:55366592-55366893
240905_HPC_screen_guide_17705	chr8:55366592-55366893
240905_HPC_screen_guide_17706	chr8:55366616-55366917
240905_HPC_screen_guide_17707	chr8:55366616-55366917
240905_HPC_screen_guide_17708	chr8:55366615-55366916
240905_HPC_screen_guide_17709	chr8:55367189-55367490
240905_HPC_screen_guide_17710	chr8:55367189-55367490
240905_HPC_screen_guide_17711	chr8:55367189-55367490
240905_HPC_screen_guide_17712	chr8:55367189-55367490
240905_HPC_screen_guide_17713	chr8:55367189-55367490
240905_HPC_screen_guide_17714	chr8:55367189-55367490
240905_HPC_screen_guide_17715	chr8:55367189-55367490
240905_HPC_screen_guide_17716	chr8:55367189-55367490
240905_HPC_screen_guide_17717	chr8:55367189-55367490
240905_HPC_screen_guide_17718	chr8:55367189-55367490
240905_HPC_screen_guide_17719	chr8:55367189-55367490
240905_HPC_screen_guide_17720	chr8:55367189-55367490
240905_HPC_screen_guide_17721	chr8:55367189-55367490
240905_HPC_screen_guide_17722	chr8:55367189-55367490
240905_HPC_screen_guide_17723	chr8:55367189-55367490
240905_HPC_screen_guide_17724	SOX17_TSS
240905_HPC_screen_guide_17725	SOX17_TSS
240905_HPC_screen_guide_17726	SOX17_TSS
240905_HPC_screen_guide_17727	SOX17_TSS
240905_HPC_screen_guide_17728	SOX17_TSS
240905_HPC_screen_guide_17729	SOX17_TSS
240905_HPC_screen_guide_17730	SOX17_TSS
240905_HPC_screen_guide_17731	SOX17_TSS
240905_HPC_screen_guide_17732	SOX17_TSS
240905_HPC_screen_guide_17733	SOX17_TSS
240905_HPC_screen_guide_17734	SOX17_TSS
240905_HPC_screen_guide_17735	SOX17_TSS
240905_HPC_screen_guide_17736	SOX17_TSS
240905_HPC_screen_guide_17737	SOX17_TSS
240905_HPC_screen_guide_17738	SOX17_TSS
240905_HPC_screen_guide_17739	chr8:55372038-55372339
240905_HPC_screen_guide_17740	chr8:55372038-55372339
240905_HPC_screen_guide_17741	chr8:55372038-55372339
240905_HPC_screen_guide_17742	chr8:55372038-55372339
240905_HPC_screen_guide_17743	chr8:55372038-55372339
240905_HPC_screen_guide_17744	chr8:55372038-55372339
240905_HPC_screen_guide_17745	chr8:55372038-55372339
240905_HPC_screen_guide_17746	chr8:55372038-55372339
240905_HPC_screen_guide_17747	chr8:55372038-55372339
240905_HPC_screen_guide_17748	chr8:55372038-55372339
240905_HPC_screen_guide_17749	chr8:55372038-55372339
240905_HPC_screen_guide_17750	chr8:55372038-55372339
240905_HPC_screen_guide_17751	chr8:55372038-55372339
240905_HPC_screen_guide_17752	chr8:55372038-55372339
240905_HPC_screen_guide_17753	chr8:55372038-55372339
240905_HPC_screen_guide_17754	chr8:55382576-55382877
240905_HPC_screen_guide_17755	chr8:55382576-55382877
240905_HPC_screen_guide_17756	chr8:55382576-55382877
240905_HPC_screen_guide_17757	chr8:55382576-55382877
240905_HPC_screen_guide_17758	chr8:55382576-55382877
240905_HPC_screen_guide_17759	chr8:55382576-55382877
240905_HPC_screen_guide_17760	chr8:55382576-55382877
240905_HPC_screen_guide_17761	chr8:55382576-55382877
240905_HPC_screen_guide_17762	chr8:55382576-55382877
240905_HPC_screen_guide_17763	chr8:55382576-55382877
240905_HPC_screen_guide_17764	chr8:55382576-55382877
240905_HPC_screen_guide_17765	chr8:55382576-55382877
240905_HPC_screen_guide_17766	chr8:55382576-55382877
240905_HPC_screen_guide_17767	chr8:55382576-55382877
240905_HPC_screen_guide_17768	chr8:55382576-55382877
240905_HPC_screen_guide_17769	chr8:55382920-55383221
240905_HPC_screen_guide_17770	chr8:55382920-55383221
240905_HPC_screen_guide_17771	chr8:55382949-55383250
240905_HPC_screen_guide_17772	chr8:55382949-55383250
240905_HPC_screen_guide_17773	chr8:55382949-55383250
240905_HPC_screen_guide_17774	chr8:55382920-55383221
240905_HPC_screen_guide_17775	chr8:55382920-55383221
240905_HPC_screen_guide_17776	chr8:55382920-55383221
240905_HPC_screen_guide_17777	chr8:55382920-55383221
240905_HPC_screen_guide_17778	chr8:55382920-55383221
240905_HPC_screen_guide_17779	chr8:55382920-55383221
240905_HPC_screen_guide_17780	chr8:55382949-55383250
240905_HPC_screen_guide_17781	chr8:55382920-55383221
240905_HPC_screen_guide_17782	chr8:55382920-55383221
240905_HPC_screen_guide_17783	chr8:55382920-55383221
240905_HPC_screen_guide_17784	chr8:55382949-55383250
240905_HPC_screen_guide_17785	chr8:55388249-55388550
240905_HPC_screen_guide_17786	chr8:55388249-55388550
240905_HPC_screen_guide_17787	chr8:55388249-55388550
240905_HPC_screen_guide_17788	chr8:55388249-55388550
240905_HPC_screen_guide_17789	chr8:55388249-55388550
240905_HPC_screen_guide_17790	chr8:55388249-55388550
240905_HPC_screen_guide_17791	chr8:55388249-55388550
240905_HPC_screen_guide_17792	chr8:55388249-55388550
240905_HPC_screen_guide_17793	chr8:55388249-55388550
240905_HPC_screen_guide_17794	chr8:55388249-55388550
240905_HPC_screen_guide_17795	chr8:55390692-55390993
240905_HPC_screen_guide_17796	chr8:55390692-55390993
240905_HPC_screen_guide_17797	chr8:55390692-55390993
240905_HPC_screen_guide_17798	chr8:55390692-55390993
240905_HPC_screen_guide_17799	chr8:55390692-55390993
240905_HPC_screen_guide_17800	chr8:55390692-55390993
240905_HPC_screen_guide_17801	chr8:55390692-55390993
240905_HPC_screen_guide_17802	chr8:55390692-55390993
240905_HPC_screen_guide_17803	chr8:55390692-55390993
240905_HPC_screen_guide_17804	chr8:55390692-55390993
240905_HPC_screen_guide_17805	chr8:55390692-55390993
240905_HPC_screen_guide_17806	chr8:55390692-55390993
240905_HPC_screen_guide_17807	chr8:55390692-55390993
240905_HPC_screen_guide_17808	chr8:55390692-55390993
240905_HPC_screen_guide_17809	chr8:55390692-55390993
240905_HPC_screen_guide_17810	chr8:55464256-55464557
240905_HPC_screen_guide_17811	chr8:55464256-55464557
240905_HPC_screen_guide_17812	chr8:55464256-55464557
240905_HPC_screen_guide_17813	chr8:55464272-55464573
240905_HPC_screen_guide_17814	chr8:55464261-55464562
240905_HPC_screen_guide_17815	chr8:55464256-55464557
240905_HPC_screen_guide_17816	chr8:55464272-55464573
240905_HPC_screen_guide_17817	chr8:55464256-55464557
240905_HPC_screen_guide_17818	chr8:55464256-55464557
240905_HPC_screen_guide_17819	chr8:55464256-55464557
240905_HPC_screen_guide_17820	chr8:55464256-55464557
240905_HPC_screen_guide_17821	chr8:55464256-55464557
240905_HPC_screen_guide_17822	chr8:55464256-55464557
240905_HPC_screen_guide_17823	chr8:55464256-55464557
240905_HPC_screen_guide_17824	chr8:55464256-55464557
240905_HPC_screen_guide_17825	chr8:55478903-55479204
240905_HPC_screen_guide_17826	chr8:55478903-55479204
240905_HPC_screen_guide_17827	chr8:55478903-55479204
240905_HPC_screen_guide_17828	chr8:55478903-55479204
240905_HPC_screen_guide_17829	chr8:55478903-55479204
240905_HPC_screen_guide_17830	chr8:55478903-55479204
240905_HPC_screen_guide_17831	chr8:55478903-55479204
240905_HPC_screen_guide_17832	chr8:55478903-55479204
240905_HPC_screen_guide_17833	chr8:55478903-55479204
240905_HPC_screen_guide_17834	chr8:55478903-55479204
240905_HPC_screen_guide_17835	chr8:55478903-55479204
240905_HPC_screen_guide_17836	chr8:55478903-55479204
240905_HPC_screen_guide_17837	chr8:55478903-55479204
240905_HPC_screen_guide_17838	chr8:55478903-55479204
240905_HPC_screen_guide_17839	chr8:55478903-55479204
240905_HPC_screen_guide_17840	chr8:55545397-55545698
240905_HPC_screen_guide_17841	chr8:55545397-55545698
240905_HPC_screen_guide_17842	chr8:55545397-55545698
240905_HPC_screen_guide_17843	chr8:55545397-55545698
240905_HPC_screen_guide_17844	chr8:55545397-55545698
240905_HPC_screen_guide_17845	chr8:55545397-55545698
